full_address,lon,lat,school_code,district_name,school_name,grade,spg_score,crime_per_c_num,szip_ad,school_type_txt,calendar_only_txt,student_num,class_teach_num,calc_student_teach_ratio,state+ppe,federal_ppe,local_ppe,total_ppe
"1500 Gold Rush Drive, Concord, NC, 28025",-80.5525091,35.4220824,130313,Cabarrus County Schools,Concord Middle,D,43,0.86,28025,Regular School,Traditional Calendar,810,60,13.5,5218.56,638.81,2168.65,8026.02
"1500 Mathison Avenue, Durham, NC, 27701",-78.8876684,35.978984,320308,Durham Public Schools,Burton Elementary,C,56,0,27701,Magnet School,Traditional Calendar,345,29,11.89655172,5829.04,1126.43,3601.48,10556.95
"1500 Piney Grove Road, Kernersville, NC, 27284",-80.053543,36.15985,340494,Forsyth County Schools,Piney Grove Elementary,B,73,0.34,27284,Regular School,Traditional Calendar,590,37,15.94594595,5616.37,1080.06,2335.59,9032.02
"1500 Power Drive, Lowell, NC, 28098",-81.090178,35.2787,360440,Gaston County Schools,Lowell Elementary,C,69,0,28098,Regular School,Traditional Calendar,534,31,17.22580645,5402.62,971.33,1724.46,8098.41
"1500 W First St, Ahoskie, NC, 27910",-76.9981525,36.2965389,460320,Hertford County Schools,Hertford County High,C,61,2.55,27910,Regular School,Traditional Calendar,666,44,15.13636364,7665.45,1738.6,1285.09,10689.14
"1501 Benjamin Parkway, Greensboro, NC, 27408",-79.8317758,36.1037485,410388,Guilford County Schools,General Greene Elementary,C,66,0,27408,Magnet School,Traditional Calendar,504,31,16.25806452,5453.57,1087.81,2785.51,9326.89
"1501 Laura Duncan Rd, Apex, NC, 27502",-78.838408,35.7458,920316,Wake County Schools,Apex High,A,86,0.5,27502,Regular School,Traditional Calendar,2218,127,17.46456693,5349.09,659.07,2528.16,8536.32
"1501 Norland Rd, Charlotte, NC, 28205",-80.776559,35.210271,600381,Charlotte-Mecklenburg Schools,Eastway Middle,F,36,2.85,28205,Regular School,Traditional Calendar,912,61,14.95081967,5227.1,942.34,2352.27,8521.71
"1501 Spry Street, Greensboro, NC, 27405",-79.7644428,36.1204655,410532,Guilford County Schools,Rankin Elementary,D,43,0.13,27405,Regular School,Traditional Calendar,768,57,13.47368421,5453.57,1087.81,2785.51,9326.89
"1503 Amity Church Road, Denver, NC, 28037",-81.1201673,35.5117896,550350,Lincoln County Schools,North Lincoln Middle,B,74,0.28,28037,Regular School,Traditional Calendar,725,42,17.26190476,5501.99,880.28,1777.78,8160.05
"1503 Old Mountain Road, Statesville, NC, 28677",-80.9756552,35.7551936,490312,Iredell-Statesville Schools,Celeste Henkel Elementary,C,62,0,28677,Regular School,Traditional Calendar,573,37,15.48648649,5234.47,923.73,1816.63,7974.83
"1504 North Moore Rd, Robbins, NC, 27325",-79.553745,35.467586,630332,Moore County Schools,North Moore High,C,62,0.32,27325,Regular School,Traditional Calendar,618,38,16.26315789,5415.15,939.35,2343.89,8698.39
"1509 Hopewell Friends Rd, Asheboro, NC, 27205",-79.866718,35.622592,760360,Randolph County Schools,Southwestern Randolph Middle,C,59,0.36,27205,Regular School,Traditional Calendar,559,36,15.52777778,5756.15,1039.15,1371.15,8166.45
"151 School Drive, Atlantic, NC, 28511",-76.343587,34.884413,160304,Carteret County Public Schools,Atlantic Elementary,B,72,0,28511,Regular School,Traditional Calendar,71,10,7.1,5589.94,837.39,2875.09,9302.42
"1510 Holden Rd SW, Concord, NC, 28025",-80.5822183,35.3170674,130345,Cabarrus County Schools,Patriots Elementary,B,75,0.21,28025,Regular School,Traditional Calendar,954,57,16.73684211,5218.56,638.81,2168.65,8026.02
"1517 Bolling Road, Roanoke Rapids, NC, 27870",-77.674563,36.464829,421304,Roanoke Rapids City Schools,Belmont Elementary School,D,53,0.16,27870,Regular School,Traditional Calendar,632,47,13.44680851,6091.44,1140.47,2045.87,9277.78
"1518 Edgefield Avenue, Gastonia, NC, 28052",-81.2058749,35.2406312,360428,Gaston County Schools,Hunter Huss High,D,52,1.02,28052,Regular School,Traditional Calendar,1080,73,14.79452055,5402.62,971.33,1724.46,8098.41
"1519 Morrisville Pkwy, Morrisville, NC, 27560",-78.846568,35.811412,920504,Wake County Schools,Morrisville Elementary,A,88,0.13,27560,Regular School,Year-Round Calendar,793,52,15.25,5349.09,659.07,2528.16,8536.32
"152 E. Washington Street, Bethel, NC, 27812",-77.370229,35.806211,740320,Pitt County Schools,Bethel Elementary,D,50,0,27812,Regular School,Traditional Calendar,288,26,11.07692308,5616.83,1125.24,1932.31,8674.38
"152 East School St, King, NC, 27021",-80.3539,36.278681,850316,Stokes County Schools,King Elementary,C,68,0.23,27021,Regular School,Traditional Calendar,437,36,12.13888889,6572.72,1127.27,1867.71,9567.7
"152 Hurricane Drive, Gaston, NC, 27832",-77.652447,36.5108559,660336,Northampton County Schools,Northampton County High School,D,52,2.05,27832,Regular School,Traditional Calendar,488,38,12.84210526,8969.28,1997,1687.78,12654.06
"1520 Cooper Street, Durham, NC, 27703",-78.8838096,35.9714559,320367,Durham Public Schools,R N Harris Elementary,C,62,0,27703,Regular School,Traditional Calendar,342,31,11.03225806,5829.04,1126.43,3601.48,10556.95
"1520 Cuthbertson Rd, Waxhaw, NC, 28173",-80.7407507,34.9739945,900310,Union County Public Schools,Cuthbertson Middle,A,89,0.35,28173,Regular School,Traditional Calendar,1154,58,19.89655172,5200.55,578.12,2335.55,8114.22
"1520 E Millbrook Rd, Raleigh, NC, 27609",-78.61055,35.848788,920496,Wake County Schools,Millbrook Elementary,D,47,0.14,27609,Magnet School,Traditional Calendar,732,55,13.30909091,5349.09,659.07,2528.16,8536.32
"1520 Martin L King Dr, Lumberton, NC, 28358",-79.022684,34.610642,780417,Robeson County Schools,W H Knuckles,F,37,1.57,28358,Regular School,Traditional Calendar,254,13,19.53846154,6490.65,1703.87,748.37,8942.89
"1522 Patrick Avenue, Shelby, NC, 28152",-81.654448,35.2396057,230308,Cleveland County Schools,Boiling Springs Elementary,B,77,0,28152,Regular School,Traditional Calendar,515,36,14.30555556,5967.87,1248.84,2035.02,9251.73
"1525 Falcon Road, East Bend, NC, 27018",-80.557878,36.144049,990322,Yadkin County Schools,Forbush High,B,74,1.12,27018,Regular School,Traditional Calendar,893,59,15.13559322,6463.63,1067.33,1696.76,9227.72
"15274 Spiveys Corner Highway, Newton Grove, NC, 28366",-78.4750679,35.173743,820352,Sampson County Schools,Midway High,B,74,0.83,28366,Regular School,Traditional Calendar,724,46,15.73913043,6364.61,1226.2,1263.02,8853.83
"153 Bonlee School Road, Bonlee, NC, 27213",-79.4187431,35.6427756,190308,Chatham County Schools,Bonlee School,C,60,0,27213,Regular School,Traditional Calendar,326,25,13.04,5698.82,909.6,3226.23,9834.65
"1531 S Roxboro Road, Durham, NC, 27707",-78.91649,35.9670479,320374,Durham Public Schools,C C Spaulding Elementary,F,28,0.38,27707,Regular School,Traditional Calendar,265,28,9.464285714,5829.04,1126.43,3601.48,10556.95
"1531 Trinity Church Rd, Concord, NC, 28027",-80.659584,35.4375622,130350,Cabarrus County Schools,Cabarrus-Kannapolis Early Coll,A,88,0,28027,Regular School,Traditional Calendar,229,9,25.44444444,5218.56,638.81,2168.65,8026.02
"1533 Hwy 301 N, Selma, NC, 27576",-78.2748223,35.5500259,510390,Johnston County Schools,Selma Middle School,D,40,0.17,27576,Regular School,Traditional Calendar,574,45,12.75555556,5602.21,791.56,1775.07,8168.84
"15340 Smith Rd, Charlotte, NC, 28273",-80.9772821,35.0874465,600590,Charlotte-Mecklenburg Schools,River Gate Elementary,B,73,0,28273,Regular School,Traditional Calendar,824,46,17.91304348,5227.1,942.34,2352.27,8521.71
"15375 Spiveys Corner Highway, Dunn, NC, 28334",-78.479435,35.175238,820350,Sampson County Schools,Midway Elementary,B,76,0,28334,Regular School,Traditional Calendar,444,34,13.05882353,6364.61,1226.2,1263.02,8853.83
"1539 E Pine St, Mount Airy, NC, 27030",-80.568901,36.513148,860320,Surry County Schools,Flat Rock Elementary,B,75,1.21,27030,Regular School,Traditional Calendar,248,19,13.05263158,6238.47,1106.27,1496.4,8841.14
"154 Chalk Road, Rockingham, NC, 28379",-79.7519629,34.8946499,770310,Richmond County Schools,East Rockingham Elementary,C,62,0,28379,Regular School,Traditional Calendar,581,40,14.525,6458.78,1413.7,1287.91,9160.39
"154 Hayes St, Hillsborough, NC, 27278",-79.114831,36.0800137,680312,Orange County Schools,Central Elementary,C,55,0,27278,Regular School,Traditional Calendar,320,33,9.696969697,5645.51,668.18,4025.31,10339
"154 Sand Hill School Road, Asheville, NC, 28806",-82.637761,35.552888,110408,Buncombe County Schools,Sand Hill-Venable Elem,C,62,0.14,28806,Regular School,Traditional Calendar,726,47,15.44680851,5669,917.31,2493.43,9079.74
"15410 Stumptown Rd, Huntersville, NC, 28078",-80.8730008,35.4274624,600558,Charlotte-Mecklenburg Schools,Grand Oak Elementary,A,86,0,28078,Regular School,Traditional Calendar,576,34,16.94117647,5227.1,942.34,2352.27,8521.71
"1542 Hwy 52 S, Wadesboro, NC, 28170",-80.0577,34.941983,40311,Anson County Schools,Wadesboro Primary,F,39,0,28170,Regular School,Traditional Calendar,520,30,17.33333333,7459.73,1519.41,1497.22,10476.36
"15425 Scholastic Dr, Charlotte, NC, 28277",-80.856065,35.037307,600437,Charlotte-Mecklenburg Schools,Ballantyne Elementary,B,83,0,28277,Regular School,Traditional Calendar,884,47,18.80851064,5227.1,942.34,2352.27,8521.71
"1545 Old Hwy 221 South, Marion, NC, 28752",-81.9819021,35.6147934,590316,McDowell County Schools,Glenwood Elementary,C,64,0,28752,Regular School,Traditional Calendar,372,27,13.77777778,6389.11,1512.02,1644.92,9546.05
"1546 Walton Rd, Charlotte, NC, 28208",-80.88967,35.211871,600316,Charlotte-Mecklenburg Schools,Barringer Academic Center,C,69,1.17,28208,Regular School,Traditional Calendar,596,44,13.54545455,5227.1,942.34,2352.27,8521.71
"155 Ed Deal Rd, China Grove, NC, 28023",-80.656432,35.601657,800366,Rowan-Salisbury Schools,Millbridge Elementary,C,65,0,28023,Regular School,Traditional Calendar,559,37,15.10810811,5682.81,1066.11,1829.49,8578.41
"155 N Hawthorne Road, Winston Salem, NC, 27104",-80.2645937,36.0937122,340320,Forsyth County Schools,Brunson Elementary,B,71,0.33,27104,Regular School,Traditional Calendar,611,43,14.20930233,5616.37,1080.06,2335.59,9032.02
"155 Orchard Lane, Banner Elk, NC, 28604",-81.8594854,36.1485753,60304,Avery County Schools,Banner Elk Elementary,B,74,0,28604,Regular School,Traditional Calendar,158,14,11.28571429,7476.4,1253.12,2810.52,11540.04
"1552 South Campus Dr, Creedmoor, NC, 27522",-78.7217096,36.1414484,390323,Granville County Schools,Granville Early College High,A,89,1.46,27522,Regular School,Traditional Calendar,206,8,25.75,6143.62,889.67,2051.93,9085.22
"15526 NC Hwy 55 East, Bayboro, NC, 28515",-76.7623083,35.1384809,690316,Pamlico County Schools,Pamlico County Middle,C,61,1.72,28515,Regular School,Traditional Calendar,290,22,13.18181818,8295.04,1497.16,2355.33,12147.53
"156 Raider Road, Olin, NC, 28660",-80.8672633,35.927903,490346,Iredell-Statesville Schools,North Iredell High,C,60,1.53,28660,Regular School,Traditional Calendar,1112,63,17.65079365,5234.47,923.73,1816.63,7974.83
"157 Eagle Lane, Biscoe, NC, 27209",-79.7781321,35.3393946,620316,Montgomery County Schools,East Montgomery High,B,73,1.72,27209,Regular School,Traditional Calendar,639,45,14.2,6723.81,1409.03,1984.2,10117.04
"157 North Duplin School Road, Mt. Olive, NC, 28365",-78.083111,35.136462,310360,Duplin County Schools,North Duplin Elementary,C,62,0,28365,Regular School,Traditional Calendar,672,44,15.27272727,6345.98,1233.78,1377.45,8957.21
"1570 Peeler Rd, Salisbury, NC, 28146",-80.508762,35.609832,800398,Rowan-Salisbury Schools,Southeast Middle,D,47,1.16,28146,Regular School,Traditional Calendar,774,47,16.46808511,5682.81,1066.11,1829.49,8578.41
"1577 Union Church Road, Cameron, NC, 28326",-79.3551947,35.3246014,630331,Moore County Schools,New Century Middle,B,73,0.51,28326,Regular School,Traditional Calendar,591,38,15.55263158,5415.15,939.35,2343.89,8698.39
"158 Lanefield Road, Warsaw, NC, 28398",-78.0759379,34.997008,310336,Duplin County Schools,Warsaw Elementary,F,32,0,28398,Regular School,Traditional Calendar,572,36,15.88888889,6345.98,1233.78,1377.45,8957.21
"1580 32nd Street SW, Hickory, NC, 28602",-81.3862444,35.7095347,181342,Hickory City Schools,Southwest Elementary,D,49,0,28602,Regular School,Traditional Calendar,309,22,14.04545455,5759.6,1031.32,1848.26,8639.18
"1585 NC 126, Morganton, NC, 28655",-81.763861,35.7547431,120376,Burke County Schools,Table Rock Middle,C,58,0.8,28655,Regular School,Traditional Calendar,499,31,16.09677419,6119.8,982.92,1409.5,8512.22
"1585 NC 66 Hwy North, Westfield, NC, 27053",-80.3445417,36.4370304,850328,Stokes County Schools,Nancy Reynolds Elementary,B,71,0,27053,Regular School,Traditional Calendar,165,12,13.75,6572.72,1127.27,1867.71,9567.7
"159 Queens Creek Road, Swansboro, NC, 28584",-77.1600932,34.6987005,670335,Onslow County Schools,Queens Creek Elementary,C,66,0,28584,Regular School,Traditional Calendar,696,45,15.46666667,5247.34,697.11,2055.04,7999.49
"16 Dogwood Trail, Kitty Hawk, NC, 27949",-75.732743,36.097708,280308,Dare County Schools,Kitty Hawk Elementary School,B,78,0,27949,Regular School,Traditional Calendar,454,31,14.64516129,5848.88,628.84,4441.8,10919.52
"160 Dixon School Rd, Holly Ridge, NC, 28445",-77.4799947,34.5846325,670320,Onslow County Schools,Dixon High,B,74,1.44,28445,Regular School,Traditional Calendar,835,48,17.39583333,5247.34,697.11,2055.04,7999.49
"160 Parkway School Dr, Boone, NC, 28607",-81.5625588,36.2318043,950328,Watauga County Schools,Parkway Elementary,B,75,0,28607,Regular School,Traditional Calendar,497,36,13.80555556,5987.48,751.97,3291.85,10031.3
"1600 Brewer Road, Winston Salem, NC, 27127",-80.2573,36.057116,340486,Forsyth County Schools,Parkland High,D,47,0.22,27127,Regular School,Traditional Calendar,1350,86,15.69767442,5616.37,1080.06,2335.59,9032.02
"1600 N Morris Street, Gastonia, NC, 28052",-81.191548,35.280383,360418,Gaston County Schools,Highland Sch of Technology,A,98,0.18,28052,Magnet School,Traditional Calendar,546,41,13.31707317,5402.62,971.33,1724.46,8098.41
"1600 N Wall Street, Benson, NC, 27504",-78.532152,35.389153,510310,Johnston County Schools,Benson Middle,D,54,0.45,27504,Regular School,Traditional Calendar,445,33,13.48484848,5602.21,791.56,1775.07,8168.84
"1600 NC Hwy 410, Bladenboro, NC, 28320",-78.7388466,34.6383832,90368,Bladen County Schools,West Bladen High,C,58,0.51,28320,Regular School,Traditional Calendar,784,47,16.68085106,6433.53,1671.17,1313.65,9418.35
"1600 Pavilion Blvd, Charlotte, NC, 28262",-80.714526,35.315458,600566,Charlotte-Mecklenburg Schools,University Meadows Elementary,C,64,0,28262,Regular School,Traditional Calendar,642,44,14.59090909,5227.1,942.34,2352.27,8521.71
"1600 S Garnett St, Henderson, NC, 27536",-78.4156589,36.3200064,910360,Vance County Schools,E M Rollins Elementary,D,42,0.24,27536,Regular School,Traditional Calendar,415,29,14.31034483,7018.48,1619.81,1478.33,10116.62
"1600 Union Cross Road, Kernersville, NC, 27284",-80.113802,36.06778,340382,Forsyth County Schools,Robert B Glenn High School,C,61,0.78,27284,Regular School,Traditional Calendar,1547,97,15.94845361,5616.37,1080.06,2335.59,9032.02
"1601 East Market Street, Greensboro, NC, 27411",-79.7690098,36.0767762,410483,Guilford County Schools,Middle College High @ NC A&T,B,80,0,27411,Regular School,Traditional Calendar,112,13,8.615384615,5453.57,1087.81,2785.51,9326.89
"1601 Johnson Street, High Point, NC, 27262",-80.0177004,35.978227,410427,Guilford County Schools,Johnson Street Global Studies,D,43,0.45,27262,Magnet School,Traditional Calendar,441,34,12.97058824,5453.57,1087.81,2785.51,9326.89
"1601 Lynn Rd, Raleigh, NC, 27612",-78.6676154,35.8703574,920488,Wake County Schools,Lynn Road Elementary,C,58,0.42,27612,Regular School,Traditional Calendar,473,41,11.53658537,5349.09,659.07,2528.16,8536.32
"1601 Madison Street, Gastonia, NC, 28052",-81.1923648,35.2407278,360438,Gaston County Schools,Lingerfeldt Elementary,D,48,0,28052,Regular School,Traditional Calendar,438,32,13.6875,5402.62,971.33,1724.46,8098.41
"1601 Park Dr, Charlotte, NC, 28204",-80.825823,35.215611,600384,Charlotte-Mecklenburg Schools,Elizabeth Traditional Elem,B,71,0,28204,Magnet School,Traditional Calendar,535,32,16.71875,5227.1,942.34,2352.27,8521.71
"1601 Tarboro St SW, Wilson, NC, 27893",-77.9400635,35.7212056,980392,Wilson County Schools,Vinson-Bynum Elementary,D,47,0,27893,Regular School,Traditional Calendar,393,26,15.11538462,5699.78,1155.97,1659.9,8515.65
"1601 Timber Drive, Garner, NC, 27529",-78.6355464,35.6900661,920570,Wake County Schools,Timber Drive Elementary,C,58,0,27529,Regular School,Year-Round Calendar,672,43,15.62790698,5349.09,659.07,2528.16,8536.32
"1601 West Florida Street, Greensboro, NC, 27403",-79.8176267,36.0512123,410514,Guilford County Schools,Clara J Peck Elementary,F,37,0.3,27403,Regular School,Traditional Calendar,330,31,10.64516129,5453.57,1087.81,2785.51,9326.89
"1603 Chase High Rd, Forest City, NC, 28043",-81.8449655,35.2503676,810324,Rutherford County Schools,Chase High School,B,72,0.88,28043,Regular School,Traditional Calendar,794,50,15.88,6406.89,1137.45,1703.63,9247.97
"1605 Aversboro Rd, Garner, NC, 27529",-78.6169501,35.6902087,920320,Wake County Schools,Aversboro Elementary,C,57,0.34,27529,Regular School,Traditional Calendar,586,43,13.62790698,5349.09,659.07,2528.16,8536.32
"1606 Ireland Drive, Fayetteville, NC, 28304",-78.9477336,35.0347314,260371,Cumberland County Schools,Ireland Drive Middle,D,50,2.7,28304,Regular School,Traditional Calendar,296,23,12.86956522,5413.29,1180.42,1671.5,8265.21
"161 Bee Tree Road, Swannanoa, NC, 28778",-82.4024558,35.6043604,110412,Buncombe County Schools,Williams Elementary,C,65,0,28778,Regular School,Traditional Calendar,436,28,15.57142857,5669,917.31,2493.43,9079.74
"161 Clarks Chapel Road, Franklin, NC, 28734",-83.3602574,35.1630753,560331,Macon County Schools,Mountain View Intermediate,C,66,0.18,28734,Regular School,Traditional Calendar,554,41,13.51219512,6246.36,1118.33,2139.06,9503.75
"161 N Oak St, Spindale, NC, 28160",-81.9320956,35.3590899,810396,Rutherford County Schools,Spindale Elementary School,C,62,0,28160,Regular School,Traditional Calendar,432,27,16,6406.89,1137.45,1703.63,9247.97
"161 Queens Creek Rd, Swansboro, NC, 28584",-77.1542979,34.6997616,670352,Onslow County Schools,Swansboro High,C,67,0.83,28584,Regular School,Traditional Calendar,1081,69,15.66666667,5247.34,697.11,2055.04,7999.49
"1614 Glenwood Avenue, Raleigh, NC, 27608",-78.6451501,35.8022657,920572,Wake County Schools,Underwood Elementary,B,78,0,27608,Magnet School,Traditional Calendar,516,42,12.28571429,5349.09,659.07,2528.16,8536.32
"1616 Ireland Drive, Fayetteville, NC, 28304",-78.948283,35.034917,260321,Cumberland County Schools,Douglas Byrd Middle,D,50,4.88,28304,Regular School,Traditional Calendar,697,51,13.66666667,5413.29,1180.42,1671.5,8265.21
"1619 NC 97 West, Battleboro, NC, 27809",-77.6042147,35.9769077,330312,Edgecombe County Public School,Coker-Wimberly Elementary,F,34,0.67,27809,Regular School,Traditional Calendar,299,19,15.73684211,6571.37,1622.02,1127.51,9320.9
